row_id,split,cv_fold
5868,train,0
5869,train,2
5870,train,2
5871,test,-1
5872,train,4
5873,train,0
5874,train,2
5875,test,-1
5876,train,1
5877,train,2
5878,train,0
5879,train,0
5880,train,2
5881,test,-1
5882,train,1
5883,train,3
5884,test,-1
5885,train,0
5886,train,4
5887,val,-1
5888,train,3
5889,train,1
5890,val,-1
5891,train,4
5892,train,0
5893,test,-1
5894,train,3
5895,val,-1
5896,train,0
5897,train,1
5898,train,3
5899,train,3
5900,train,3
5901,val,-1
5902,val,-1
5903,train,2
5904,train,1
5905,train,0
5906,train,2
5907,val,-1
5908,train,0
5909,train,3
5910,train,3
5911,val,-1
5912,train,3
5913,train,2
5914,train,2
5915,train,3
5916,test,-1
5917,train,2
5918,train,2
5919,test,-1
5920,val,-1
5921,train,1
5922,train,3
5923,train,0
5924,val,-1
5925,test,-1
5926,val,-1
5927,train,1
5928,val,-1
5929,train,1
5930,train,3
5931,train,4
5932,train,0
5933,train,0
5934,test,-1
5935,train,0
5936,train,0
5937,test,-1
5938,val,-1
5939,train,0
5940,train,4
5941,train,0
5942,train,1
5943,train,1
5944,train,3
5945,train,1
5946,val,-1
5947,train,2
5948,train,2
5949,train,4
5950,test,-1
5951,train,0
5952,train,0
5953,test,-1
5954,val,-1
5955,train,2
5956,train,3
5957,train,3
5958,train,0
5959,train,0
5960,val,-1
5961,test,-1
5962,train,1
5963,train,1
5964,train,1
5965,val,-1
5966,train,3
5967,val,-1
5968,train,2
5969,train,0
5970,train,0
5971,train,0
5972,train,1
5973,train,3
5974,train,4
5975,train,2
5976,train,0
5977,train,1
5978,train,2
5979,train,2
5980,train,1
5981,train,0
5982,val,-1
5983,test,-1
5984,train,0
5985,train,2
5986,train,1
5987,train,1
5988,val,-1
5989,train,2
5990,train,0
5991,test,-1
5992,train,2
5993,train,0
5994,train,2
5995,train,4
5996,train,1
5997,train,1
5998,train,1
5999,train,4
6000,test,-1
6001,test,-1
6002,train,2
6003,train,0
6004,train,1
6005,train,1
6006,train,4
6007,train,0
6008,train,3
6009,test,-1
6010,train,2
6011,train,1
6012,val,-1
6013,val,-1
6014,val,-1
6015,train,2
6016,train,0
6017,test,-1
6018,train,1
6019,train,2
6020,test,-1
6021,train,0
6022,train,2
6023,train,0
6024,test,-1
6025,train,4
6026,test,-1
6027,train,2
6028,train,3
6029,val,-1
6030,train,3
6031,train,4
6032,train,4
6033,train,0
6034,val,-1
6035,train,2
6036,test,-1
6037,train,4
6038,train,4
6039,test,-1
6040,train,3
6041,val,-1
6042,train,4
6043,val,-1
6044,val,-1
6045,train,3
6046,test,-1
6047,train,4
6048,train,1
6049,train,3
6050,val,-1
6051,test,-1
6052,test,-1
6053,train,0
6054,train,1
6055,train,2
6056,train,1
6057,test,-1
6058,train,3
6059,train,0
6060,train,4
6061,train,4
6062,train,4
6063,train,4
6064,train,2
6065,train,2
6066,train,2
6067,train,4
6068,val,-1
6069,train,4
6070,test,-1
6071,val,-1
6072,train,0
6073,train,2
6074,train,4
6075,train,3
6076,train,2
6077,test,-1
6078,train,0
6079,train,2
6080,train,0
6081,train,0
6082,train,1
6083,train,0
6084,train,1
6085,train,2
6086,train,3
6087,train,4
6088,train,2
6089,train,2
6090,train,2
6091,train,3
6092,train,4
6093,train,4
6094,train,3
6095,train,0
6096,val,-1
6097,test,-1
6098,train,1
6099,train,3
6100,train,3
6101,train,0
6102,train,2
6103,train,0
6104,train,3
6105,test,-1
6106,train,0
6107,train,0
6108,train,0
6109,train,1
6110,train,3
6111,train,3
6112,train,1
6113,val,-1
6114,train,3
6115,train,0
6116,train,1
6117,val,-1
6118,train,2
6119,train,3
6120,train,4
6121,val,-1
6122,val,-1
6123,train,3
6124,train,1
6125,train,2
6126,val,-1
6127,val,-1
6128,train,4
6129,train,2
6130,train,4
6131,train,2
6132,train,1
6133,train,1
6134,val,-1
6135,train,2
6136,train,3
6137,train,4
6138,test,-1
6139,train,3
6140,test,-1
6141,test,-1
6142,train,0
6143,test,-1
6144,train,2
6145,train,3
6146,val,-1
6147,val,-1
6148,train,2
6149,train,1
6150,train,3
6151,train,1
6152,val,-1
6153,train,0
6154,train,0
6155,val,-1
6156,test,-1
6157,train,3
6158,val,-1
6159,train,2
6160,train,2
6161,train,4
6162,train,4
6163,train,2
6164,train,1
6165,train,2
6166,train,4
6167,train,0
6168,train,0
6169,train,0
6170,test,-1
6171,train,4
6172,train,0
6173,train,3
6174,train,1
6175,train,1
6176,train,1
6177,test,-1
6178,test,-1
6179,train,3
6180,train,4
6181,test,-1
6182,train,2
6183,train,0
6184,train,1
6185,train,3
6186,train,1
6187,train,4
6188,train,4
6189,train,2
6190,val,-1
6191,train,2
6192,train,2
6193,train,2
6194,train,3
6195,train,0
6196,train,0
6197,train,4
6198,train,2
6199,train,1
6200,train,0
6201,train,3
6202,train,1
6203,train,4
6204,val,-1
6205,train,2
6206,train,2
6207,train,1
6208,test,-1
6209,train,0
6210,train,0
6211,train,0
6212,test,-1
6213,val,-1
6214,train,0
6215,train,0
6216,train,1
6217,train,2
6218,test,-1
6219,test,-1
6220,test,-1
6221,test,-1
6222,train,1
6223,test,-1
6224,val,-1
6225,train,0
6226,train,0
6227,train,1
6228,train,1
6229,train,2
6230,train,4
6231,train,1
6232,train,2
6233,test,-1
6234,train,4
6235,train,0
6236,train,1
6237,train,4
6238,val,-1
6239,train,3
6240,train,3
6241,val,-1
6242,train,0
6243,train,3
6244,val,-1
6245,train,4
6246,val,-1
6247,train,0
6248,train,4
6249,test,-1
6250,train,0
6251,train,4
6252,val,-1
6253,train,2
6254,train,3
6255,test,-1
6256,test,-1
6257,train,1
6258,val,-1
6259,val,-1
6260,train,1
6261,test,-1
6262,val,-1
6263,train,4
6264,train,4
6265,val,-1
6266,train,3
6267,train,4
6268,train,2
6269,train,0
6270,train,0
6271,train,4
6272,train,2
6273,train,4
6274,val,-1
6275,test,-1
6276,train,2
6277,val,-1
6278,train,3
6279,test,-1
6280,train,0
6281,train,3
6282,train,0
6283,train,4
6284,train,1
6285,val,-1
6286,train,0
6287,train,2
6288,train,0
6289,train,4
6290,train,4
6291,train,2
6292,train,2
6293,test,-1
6294,train,3
6295,train,2
6296,val,-1
6297,train,2
6298,train,1
6299,test,-1
6300,train,4
6301,train,4
6302,train,0
6303,train,0
6304,test,-1
6305,val,-1
6306,train,1
6307,train,0
6308,val,-1
6309,val,-1
6310,train,2
6311,test,-1
6312,train,2
6313,train,1
6314,train,3
6315,train,4
6316,train,3
6317,train,4
6318,train,0
6319,train,1
6320,train,1
6321,train,3
6322,train,0
6323,train,2
6324,train,2
6325,train,4
6326,train,3
6327,train,1
6328,train,3
6329,train,4
6330,train,4
6331,train,3
6332,train,0
6333,train,4
6334,train,4
6335,val,-1
6336,test,-1
6337,val,-1
6338,test,-1
6339,train,0
6340,train,2
6341,train,1
6342,train,1
6343,test,-1
6344,train,4
6345,train,2
6346,train,3
6347,train,2
6348,val,-1
6349,val,-1
6350,val,-1
6351,val,-1
6352,train,3
6353,train,1
6354,train,4
6355,train,1
6356,train,3
6357,train,0
6358,val,-1
6359,train,0
6360,test,-1
6361,train,3
6362,train,2
6363,train,1
6364,train,3
6365,train,1
6366,train,0
6367,train,4
6368,train,2
6369,train,0
6370,train,2
6371,val,-1
6372,test,-1
6373,train,0
6374,test,-1
6375,val,-1
6376,train,2
6377,train,3
6378,train,3
6379,train,2
6380,test,-1
6381,train,3
6382,val,-1
6383,train,0
6384,val,-1
6385,train,4
6386,test,-1
6387,val,-1
6388,train,0
6389,train,0
6390,train,4
6391,val,-1
6392,train,0
6393,train,2
6394,train,2
6395,train,3
6396,test,-1
6397,val,-1
6398,val,-1
6399,train,1
6400,val,-1
6401,train,3
6402,train,1
6403,val,-1
6404,train,2
6405,test,-1
6406,test,-1
6407,train,2
6408,train,3
6409,train,4
6410,val,-1
6411,train,3
6412,val,-1
6413,train,2
6414,train,2
6415,train,1
6416,train,1
6417,train,1
6418,train,3
6419,train,2
6420,val,-1
6421,train,3
6422,train,0
6423,train,0
6424,test,-1
6425,train,4
6426,val,-1
6427,train,3
6428,train,4
6429,train,2
6430,train,0
6431,train,4
6432,train,2
6433,train,2
6434,train,1
6435,train,3
6436,train,4
6437,train,1
6438,train,2
6439,train,0
6440,train,3
6441,train,3
6442,test,-1
6443,train,1
6444,test,-1
6445,train,4
6446,train,2
6447,train,0
6448,test,-1
6449,train,2
6450,test,-1
6451,train,3
6452,test,-1
6453,train,2
6454,train,3
6455,test,-1
6456,train,0
6457,train,4
6458,train,4
6459,val,-1
6460,val,-1
6461,train,4
6462,train,2
6463,train,1
6464,train,4
6465,train,3
6466,train,4
6467,train,4
6468,train,0
6469,train,1
6470,train,4
6471,test,-1
6472,train,1
6473,val,-1
6474,train,3
6475,train,2
6476,train,3
6477,train,2
6478,val,-1
6479,train,3
6480,train,1
6481,train,4
6482,train,1
6483,train,3
6484,train,0
6485,test,-1
6486,test,-1
6487,train,4
6488,train,4
6489,train,3
6490,train,1
6491,train,0
6492,train,1
6493,val,-1
6494,val,-1
6495,train,1
6496,train,2
6497,val,-1
6498,train,0
6499,train,3
6500,val,-1
6501,train,1
6502,train,0
6503,test,-1
6504,train,2
6505,train,1
6506,train,2
6507,val,-1
6508,test,-1
6509,test,-1
6510,val,-1
6511,train,3
6512,test,-1
6513,train,2
6514,val,-1
6515,train,3
6516,train,4
6517,test,-1
6518,val,-1
6519,train,1
6520,train,0
6521,val,-1
6522,train,1
6523,test,-1
6524,train,4
6525,test,-1
6526,train,2
6527,train,2
6528,train,4
6529,train,1
6530,test,-1
6531,test,-1
6532,train,4
6533,train,1
6534,train,4
6535,train,1
6536,train,4
6537,train,3
6538,val,-1
6539,test,-1
6540,train,4
6541,test,-1
6542,train,4
6543,train,0
6544,train,4
6545,train,0
6546,train,0
6547,train,0
6548,train,2
6549,val,-1
6550,train,2
6551,test,-1
6552,test,-1
6553,val,-1
6554,train,0
6555,train,0
6556,train,4
6557,train,2
6558,train,3
6559,train,0
6560,train,4
6561,train,3
6562,test,-1
6563,train,2
6564,train,3
6565,test,-1
6566,train,2
6567,train,2
6568,train,3
6569,test,-1
6570,test,-1
6571,val,-1
6572,train,4
6573,val,-1
6574,train,4
6575,train,2
6576,train,1
6577,train,0
6578,train,4
6579,train,2
6580,val,-1
6581,train,4
6582,train,3
6583,train,3
6584,test,-1
6585,val,-1
6586,train,2
6587,train,3
6588,train,2
6589,test,-1
6590,val,-1
6591,train,1
6592,train,2
6593,train,1
6594,train,3
6595,train,2
6596,test,-1
6597,test,-1
6598,val,-1
6599,val,-1
6600,train,3
6601,train,1
6602,train,4
6603,test,-1
6604,train,4
6605,train,2
6606,train,0
6607,train,1
6608,train,2
6609,test,-1
6610,train,4
6611,train,1
6612,train,4
6613,val,-1
6614,train,0
6615,train,4
6616,val,-1
6617,val,-1
6618,train,0
6619,train,1
6620,train,2
6621,train,0
6622,train,0
6623,train,2
6624,train,2
6625,train,4
6626,train,3
6627,val,-1
6628,train,0
6629,train,3
6630,train,3
6631,val,-1
6632,test,-1
6633,train,3
6634,train,3
6635,train,4
6636,val,-1
6637,train,1
6638,test,-1
6639,test,-1
6640,val,-1
6641,train,0
6642,train,2
6643,train,0
6644,train,1
6645,train,2
6646,train,0
6647,train,3
6648,train,3
6649,train,4
6650,test,-1
6651,val,-1
6652,train,0
6653,val,-1
6654,test,-1
6655,train,3
6656,train,4
6657,train,3
6658,test,-1
6659,test,-1
6660,test,-1
6661,train,0
6662,train,2
6663,train,3
6664,train,0
6665,train,0
6666,train,4
6667,train,4
6668,train,0
6669,train,3
6670,val,-1
6671,test,-1
6672,train,3
6673,val,-1
6674,train,4
6675,val,-1
6676,train,2
6677,train,3
6678,val,-1
6679,val,-1
6680,train,0
6681,train,3
6682,test,-1
6683,test,-1
6684,train,3
6685,val,-1
6686,val,-1
6687,train,2
6688,train,3
6689,test,-1
6690,train,4
6691,train,2
6692,train,1
6693,train,1
6694,train,2
6695,train,2
6696,train,3
6697,train,2
6698,train,2
6699,train,3
6700,train,4
6701,test,-1
6702,train,1
6703,train,3
6704,val,-1
6705,train,2
6706,train,4
6707,test,-1
6708,train,2
6709,test,-1
6710,train,2
6711,train,1
6712,val,-1
6713,val,-1
6714,train,1
6715,val,-1
6716,val,-1
6717,train,4
6718,train,4
6719,train,1
6720,train,1
6721,val,-1
6722,train,4
6723,train,2
6724,train,4
6725,test,-1
6726,train,1
6727,test,-1
6728,train,0
6729,train,3
6730,train,1
6731,train,0
6732,train,0
6733,train,1
6734,train,0
6735,train,1
6736,train,4
6737,val,-1
6738,train,3
6739,train,1
6740,train,1
6741,val,-1
6742,train,2
6743,test,-1
6744,train,3
6745,val,-1
6746,test,-1
6747,train,3
6748,val,-1
6749,train,3
6750,train,3
6751,train,0
6752,train,4
6753,train,0
6754,train,4
6755,train,4
6756,train,2
6757,train,0
6758,val,-1
6759,val,-1
6760,train,2
6761,test,-1
6762,val,-1
6763,test,-1
6764,train,1
6765,train,1
6766,train,4
6767,train,2
6768,train,2
6769,train,0
6770,train,0
6771,test,-1
6772,train,1
6773,train,4
6774,train,2
6775,train,3
6776,train,2
6777,train,0
6778,train,2
6779,train,2
6780,train,3
6781,val,-1
6782,train,1
6783,train,3
6784,train,1
6785,val,-1
6786,train,0
6787,train,0
6788,val,-1
6789,train,3
6790,val,-1
6791,train,2
6792,test,-1
6793,test,-1
6794,train,1
6795,test,-1
6796,train,4
6797,train,0
6798,train,4
6799,val,-1
6800,val,-1
6801,train,4
6802,train,0
6803,val,-1
6804,val,-1
6805,test,-1
6806,test,-1
6807,train,2
6808,test,-1
6809,test,-1
6810,test,-1
6811,train,0
6812,train,2
6813,train,4
6814,train,3
6815,test,-1
6816,test,-1
6817,val,-1
6818,train,2
6819,test,-1
6820,train,2
6821,train,3
6822,train,4
6823,train,0
6824,val,-1
6825,val,-1
6826,train,3
6827,train,2
6828,val,-1
6829,train,2
6830,train,3
6831,train,2
6832,val,-1
6833,train,2
6834,train,1
6835,train,0
6836,test,-1
6837,train,4
6838,train,2
6839,train,1
6840,train,2
6841,train,1
6842,val,-1
6843,train,4
6844,train,4
6845,train,1
6846,test,-1
6847,train,4
6848,test,-1
6849,train,1
6850,train,1
6851,train,1
6852,test,-1
6853,train,1
6854,train,1
6855,test,-1
6856,test,-1
6857,val,-1
6858,train,2
6859,train,2
6860,val,-1
6861,train,4
6862,train,0
6863,train,3
6864,train,4
6865,train,1
6866,train,4
6867,train,0
6868,train,2
6869,train,2
6870,train,4
6871,test,-1
6872,val,-1
6873,train,4
6874,test,-1
6875,train,2
6876,train,2
6877,train,4
6878,train,1
6879,val,-1
6880,train,3
6881,train,3
6882,val,-1
6883,test,-1
6884,train,3
6885,test,-1
6886,val,-1
6887,test,-1
6888,train,0
6889,train,2
6890,train,1
6891,train,3
6892,train,1
6893,train,1
6894,test,-1
6895,train,1
6896,train,0
6897,train,4
6898,train,0
6899,train,0
6900,train,0
6901,train,3
6902,val,-1
6903,val,-1
6904,val,-1
6905,train,1
6906,train,2
6907,val,-1
6908,train,0
6909,train,0
6910,train,0
6911,train,2
6912,train,0
6913,train,1
6914,train,4
6915,train,3
6916,train,4
6917,train,3
6918,train,2
6919,train,1
6920,train,4
6921,train,4
6922,train,4
6923,train,0
6924,val,-1
6925,train,4
6926,train,1
6927,train,1
6928,val,-1
6929,val,-1
6930,train,3
6931,train,0
6932,train,0
6933,train,0
6934,train,4
6935,train,1
6936,train,2
6937,train,1
6938,train,4
6939,train,1
6940,train,0
6941,train,3
6942,train,4
6943,train,4
6944,train,2
6945,train,4
6946,train,1
6947,val,-1
6948,train,4
6949,train,0
6950,train,0
6951,train,0
6952,train,4
6953,train,3
6954,train,1
6955,train,2
6956,train,4
6957,val,-1
6958,train,0
6959,test,-1
6960,test,-1
6961,train,2
6962,val,-1
6963,test,-1
6964,train,0
6965,val,-1
6966,train,3
6967,train,4
6968,train,1
6969,val,-1
6970,train,4
6971,train,2
6972,train,1
6973,train,2
6974,train,0
6975,test,-1
6976,train,3
6977,train,4
6978,train,1
6979,train,1
6980,train,2
6981,test,-1
6982,train,3
6983,train,4
6984,train,3
6985,train,2
6986,test,-1
6987,test,-1
6988,test,-1
6989,train,1
6990,train,0
6991,val,-1
6992,train,0
6993,val,-1
6994,train,4
6995,train,4
6996,train,4
6997,train,3
6998,train,3
6999,train,2
7000,train,1
7001,test,-1
7002,train,3
7003,val,-1
7004,train,0
7005,train,1
7006,val,-1
7007,train,3
7008,train,0
7009,train,3
7010,train,2
7011,train,0
7012,train,1
7013,train,3
7014,train,2
7015,test,-1
7016,train,2
7017,test,-1
7018,train,1
7019,train,1
7020,test,-1
7021,val,-1
7022,val,-1
7023,train,2
7024,train,0
7025,test,-1
7026,test,-1
7027,val,-1
7028,train,1
7029,train,1
7030,train,2
7031,train,0
7032,test,-1
7033,train,3
7034,train,1
7035,train,3
7036,train,3
7037,train,4
7038,train,2
7039,test,-1
7040,val,-1
7041,train,0
7042,train,4
7043,train,3
7044,train,2
7045,train,3
7046,train,3
7047,train,2
7048,test,-1
7049,train,0
7050,test,-1
7051,test,-1
7052,val,-1
7053,train,4
7054,val,-1
7055,val,-1
7056,train,4
7057,test,-1
7058,test,-1
7059,train,1
7060,train,3
7061,train,3
7062,val,-1
7063,train,4
7064,test,-1
7065,val,-1
7066,train,2
7067,test,-1
7068,train,0
7069,train,3
7070,test,-1
7071,train,3
7072,val,-1
7073,train,0
7074,train,1
7075,train,2
7076,train,2
7077,train,4
7078,train,1
7079,train,2
7080,val,-1
7081,test,-1
7082,train,2
7083,train,2
7084,val,-1
7085,val,-1
7086,train,2
7087,train,2
7088,train,3
7089,train,2
7090,train,4
7091,train,1
7092,test,-1
7093,test,-1
7094,train,4
7095,train,2
7096,train,2
7097,train,1
7098,test,-1
7099,train,1
7100,train,4
7101,train,0
7102,train,2
7103,test,-1
7104,train,0
7105,train,0
7106,train,3
7107,train,3
7108,train,1
7109,train,0
7110,val,-1
7111,train,4
7112,train,4
7113,train,4
7114,test,-1
7115,val,-1
7116,test,-1
7117,train,1
7118,train,4
7119,train,4
7120,train,3
7121,train,0
7122,train,0
7123,train,4
7124,train,3
7125,train,0
7126,train,1
7127,train,4
7128,train,1
7129,train,0
7130,train,1
7131,test,-1
7132,train,3
7133,val,-1
7134,val,-1
7135,train,4
7136,train,2
7137,train,2
7138,train,3
7139,val,-1
7140,train,4
7141,train,2
7142,val,-1
7143,test,-1
7144,train,1
7145,train,1
7146,train,2
7147,train,2
7148,test,-1
7149,train,0
7150,train,0
7151,train,0
7152,train,1
7153,train,4
7154,test,-1
7155,train,2
7156,train,3
7157,test,-1
7158,train,4
7159,train,4
7160,train,2
7161,train,3
7162,train,0
7163,test,-1
7164,train,0
7165,test,-1
7166,train,1
7167,test,-1
7168,train,2
7169,train,0
7170,train,1
7171,train,3
7172,test,-1
7173,train,4
7174,test,-1
7175,train,0
7176,train,3
7177,val,-1
7178,train,1
7179,train,1
7180,train,0
7181,train,1
7182,train,0
7183,train,3
7184,train,3
7185,train,4
7186,train,1
7187,train,3
7188,train,2
7189,test,-1
7190,train,3
7191,val,-1
7192,train,3
7193,test,-1
7194,train,2
7195,val,-1
7196,train,2
7197,train,4
7198,train,3
7199,train,2
7200,val,-1
7201,train,2
7202,train,0
7203,train,2
7204,val,-1
7205,train,1
7206,test,-1
7207,train,1
7208,train,2
7209,train,0
7210,train,0
7211,train,4
7212,train,1
7213,test,-1
7214,train,2
7215,train,4
7216,train,4
7217,train,4
7218,train,2
7219,train,0
7220,val,-1
7221,train,2
7222,train,1
7223,train,1
7224,train,1
7225,train,3
7226,train,4
7227,train,2
7228,test,-1
7229,train,3
7230,train,4
7231,train,4
7232,train,4
7233,test,-1
7234,test,-1
7235,train,0
7236,train,2
7237,test,-1
7238,train,4
7239,train,0
7240,train,1
7241,test,-1
7242,test,-1
7243,train,4
7244,train,3
7245,val,-1
7246,train,3
7247,val,-1
7248,test,-1
7249,train,2
7250,train,4
7251,val,-1
7252,train,1
7253,val,-1
7254,train,1
7255,test,-1
7256,val,-1
7257,train,1
7258,val,-1
7259,test,-1
7260,train,4
7261,train,0
7262,train,1
7263,val,-1
7264,train,1
7265,train,0
7266,val,-1
7267,train,3
7268,test,-1
7269,train,3
7270,test,-1
7271,train,4
7272,train,0
7273,train,0
7274,train,3
7275,train,4
7276,train,1
7277,test,-1
7278,test,-1
7279,val,-1
7280,train,0
7281,train,1
7282,train,4
7283,train,3
7284,test,-1
7285,train,3
7286,test,-1
7287,val,-1
7288,train,4
7289,train,3
7290,val,-1
7291,train,2
7292,train,0
7293,train,3
7294,val,-1
7295,train,2
7296,test,-1
7297,train,0
7298,train,2
7299,train,4
7300,train,4
7301,train,1
7302,val,-1
7303,train,3
7304,train,1
7305,test,-1
7306,train,2
7307,train,4
7308,train,0
7309,train,3
7310,val,-1
7311,train,3
7312,train,1
7313,train,1
7314,train,4
7315,train,0
7316,train,3
7317,train,2
7318,val,-1
7319,train,3
7320,train,1
7321,train,0
7322,train,4
7323,train,3
7324,train,2
7325,test,-1
7326,test,-1
7327,train,2
7328,test,-1
7329,train,0
7330,train,3
7331,val,-1
7332,train,2
7333,train,0
7334,train,1
7335,train,3
7336,train,1
7337,train,0
7338,test,-1
7339,train,3
7340,train,2
7341,test,-1
7342,test,-1
7343,val,-1
7344,train,1
7345,train,4
7346,test,-1
7347,train,0
7348,test,-1
7349,train,1
7350,train,0
7351,val,-1
7352,train,2
7353,train,2
7354,train,1
7355,train,4
7356,val,-1
7357,test,-1
7358,train,1
7359,test,-1
7360,test,-1
7361,train,0
7362,train,4
7363,test,-1
7364,train,4
7365,val,-1
7366,test,-1
7367,test,-1
7368,train,0
7369,train,4
7370,train,2
7371,train,3
7372,train,3
7373,train,0
7374,train,4
7375,train,4
7376,train,2
7377,train,0
7378,test,-1
7379,train,3
7380,train,3
7381,val,-1
7382,train,2
7383,train,1
7384,train,4
7385,train,4
7386,train,3
7387,train,4
7388,train,0
7389,train,2
7390,val,-1
7391,train,0
7392,test,-1
7393,val,-1
7394,train,0
7395,train,4
7396,train,2
7397,train,1
7398,train,3
7399,val,-1
7400,val,-1
7401,train,3
7402,train,2
7403,train,3
7404,train,0
7405,train,1
7406,train,1
7407,train,4
7408,train,0
7409,train,4
7410,val,-1
7411,train,0
7412,train,2
7413,test,-1
7414,train,1
7415,train,0
7416,train,1
7417,val,-1
7418,train,4
7419,train,1
7420,train,0
7421,test,-1
7422,val,-1
7423,val,-1
7424,train,0
7425,val,-1
7426,test,-1
7427,train,1
7428,train,0
7429,val,-1
7430,train,3
7431,train,2
7432,test,-1
7433,train,0
7434,val,-1
7435,train,0
7436,train,2
7437,train,4
7438,train,3
7439,train,3
7440,train,1
7441,test,-1
7442,train,0
7443,val,-1
7444,val,-1
7445,train,3
7446,test,-1
7447,train,0
7448,test,-1
7449,train,4
7450,train,2
7451,train,2
7452,train,1
7453,train,1
7454,train,2
7455,train,2
7456,train,3
7457,train,0
7458,val,-1
7459,train,2
7460,train,3
7461,train,0
7462,val,-1
7463,train,2
7464,train,2
7465,val,-1
7466,train,2
7467,train,2
7468,train,4
7469,train,0
7470,train,4
7471,train,1
7472,train,0
7473,train,3
7474,train,4
7475,train,0
7476,test,-1
7477,val,-1
7478,train,0
7479,train,4
7480,train,4
7481,train,2
7482,val,-1
7483,val,-1
7484,train,0
7485,train,2
7486,train,0
7487,train,1
7488,train,2
7489,train,1
7490,val,-1
7491,train,0
7492,val,-1
7493,test,-1
7494,train,2
7495,train,1
7496,train,4
7497,test,-1
7498,val,-1
7499,train,4
7500,val,-1
7501,val,-1
7502,train,3
7503,test,-1
7504,train,0
7505,train,2
7506,val,-1
7507,train,4
7508,test,-1
7509,train,2
7510,val,-1
7511,train,0
7512,train,3
7513,train,3
7514,train,4
7515,train,2
7516,train,2
7517,train,3
7518,val,-1
7519,train,3
7520,train,2
7521,val,-1
7522,test,-1
7523,train,0
7524,train,4
7525,train,3
7526,train,2
7527,train,0
7528,test,-1
7529,train,0
7530,train,3
7531,train,3
7532,train,3
7533,train,4
7534,train,1
7535,train,1
7536,train,4
7537,train,0
7538,train,4
7539,train,2
7540,train,4
7541,val,-1
7542,train,4
7543,train,4
7544,train,1
7545,train,4
7546,train,4
7547,train,1
7548,val,-1
7549,train,4
7550,test,-1
7551,test,-1
7552,train,3
7553,train,2
7554,train,4
7555,test,-1
7556,train,3
7557,train,4
7558,train,3
7559,train,2
7560,train,3
7561,train,1
7562,test,-1
7563,val,-1
7564,train,0
7565,test,-1
7566,train,1
7567,test,-1
7568,train,3
7569,train,0
7570,train,4
7571,train,4
7572,test,-1
7573,train,1
7574,train,0
7575,train,3
7576,val,-1
7577,train,3
7578,val,-1
7579,val,-1
7580,train,3
7581,test,-1
7582,train,1
7583,train,1
7584,val,-1
7585,train,3
7586,train,3
7587,train,3
7588,test,-1
7589,train,0
7590,test,-1
7591,test,-1
7592,train,4
7593,val,-1
7594,train,4
7595,train,3
7596,train,3
7597,test,-1
7598,test,-1
7599,test,-1
7600,train,3
7601,train,1
7602,train,1
7603,val,-1
7604,train,1
7605,train,2
7606,train,3
7607,train,2
7608,train,2
7609,train,3
7610,train,4
7611,val,-1
7612,train,1
7613,train,2
7614,train,2
7615,train,0
7616,train,4
7617,train,1
7618,val,-1
7619,val,-1
7620,train,2
7621,train,4
7622,train,1
7623,train,2
7624,train,0
7625,val,-1
7626,test,-1
7627,test,-1
7628,test,-1
7629,train,4
7630,test,-1
7631,train,0
7632,train,1
7633,train,4
7634,train,2
7635,val,-1
7636,test,-1
7637,train,4
7638,train,3
7639,train,2
7640,train,2
7641,test,-1
7642,train,2
7643,train,4
7644,test,-1
7645,train,0
7646,train,0
7647,test,-1
7648,val,-1
7649,train,0
7650,val,-1
7651,train,4
7652,val,-1
7653,train,4
7654,train,4
7655,val,-1
7656,train,1
7657,train,0
7658,test,-1
7659,train,0
7660,train,4
7661,test,-1
7662,val,-1
7663,train,1
7664,train,4
7665,val,-1
7666,train,4
7667,val,-1
7668,train,0
7669,test,-1
7670,train,4
7671,train,2
7672,val,-1
7673,train,1
7674,test,-1
7675,val,-1
7676,train,4
7677,train,3
7678,val,-1
7679,train,4
7680,test,-1
7681,train,1
7682,train,3
7683,test,-1
7684,train,1
7685,val,-1
7686,train,0
7687,test,-1
7688,train,2
7689,train,3
7690,val,-1
7691,val,-1
7692,train,4
7693,train,4
7694,train,3
7695,test,-1
7696,test,-1
7697,train,4
7698,train,0
7699,train,4
7700,train,2
7701,train,2
7702,train,3
7703,train,3
7704,train,2
7705,train,0
7706,train,4
7707,train,2
7708,train,4
7709,train,0
7710,train,4
7711,train,3
7712,test,-1
7713,test,-1
7714,test,-1
7715,train,4
7716,test,-1
7717,train,1
7718,val,-1
7719,test,-1
7720,train,2
7721,train,1
7722,train,0
7723,train,4
7724,val,-1
7725,test,-1
7726,train,3
7727,train,0
7728,train,1
7729,val,-1
7730,test,-1
7731,val,-1
7732,train,1
7733,train,4
7734,test,-1
7735,val,-1
7736,train,1
7737,train,4
7738,train,4
7739,train,1
7740,train,2
7741,test,-1
7742,val,-1
7743,val,-1
7744,train,2
7745,train,1
7746,train,4
7747,train,2
7748,train,4
7749,test,-1
7750,train,2
7751,train,4
7752,train,2
7753,val,-1
7754,test,-1
7755,val,-1
7756,train,4
7757,train,2
7758,train,1
7759,train,2
7760,test,-1
7761,train,0
7762,test,-1
7763,train,4
7764,train,1
7765,train,1
7766,val,-1
7767,train,1
7768,val,-1
7769,val,-1
7770,train,2
7771,val,-1
7772,train,1
7773,train,3
7774,train,1
7775,train,0
7776,train,4
7777,train,2
7778,train,3
7779,test,-1
7780,train,4
7781,train,2
7782,train,1
7783,train,0
